x,y,label
306,110,T
306,110,T
307,110,T
307,111,T
307,111,T
308,114,T
308,115,T
309,120,T
309,121,T
309,131,T
310,134,T
312,166,T
312,164,T
306,200,T
305,204,T
307,240,T
306,237,T
306,264,T
307,266,T
307,280,T
306,282,T
307,288,T
308,287,T
310,288,T
309,287,T
308,280,T
307,281,T
307,271,T
307,272,T
307,256,T
308,254,T
310,236,T
309,234,T
311,213,T
311,211,T
313,189,T
313,190,T
312,171,T
312,172,T
309,158,T
310,158,T
309,149,T
309,148,T
308,140,T
308,140,T
307,133,T
308,133,T
304,129,T
304,129,T
298,125,T
298,124,T
287,123,T
286,123,T
272,124,T
271,124,T
257,125,T
255,123,T
244,124,T
243,123,T
237,123,T
234,123,T
231,123,T
229,123,T
229,122,T
229,122,T
234,121,T
234,121,T
242,121,T
242,120,T
266,117,T
267,120,T
289,121,T
290,120,T
317,122,T
317,123,T
343,122,T
342,123,T
365,123,T
363,123,T
380,123,T
376,124,T
390,122,T
385,122,T
394,121,T
392,122,T
395,124,T
394,124,T
396,124,T
