x,y,label
324,176,Q
324,176,Q
302,173,Q
300,170,Q
278,170,Q
277,170,Q
249,193,Q
248,195,Q
243,240,Q
240,243,Q
244,282,Q
251,286,Q
250,298,Q
235,305,Q
247,326,Q
242,325,Q
273,335,Q
273,334,Q
308,329,Q
311,328,Q
349,330,Q
344,327,Q
372,306,Q
371,308,Q
383,286,Q
382,286,Q
379,261,Q
381,263,Q
367,237,Q
364,233,Q
347,220,Q
345,218,Q
329,211,Q
331,210,Q
324,210,Q
324,209,Q
319,216,Q
319,216,Q
317,226,Q
318,226,Q
321,258,Q
322,258,Q
327,276,Q
327,277,Q
341,296,Q
339,295,Q
361,323,Q
363,322,Q
384,347,Q
386,344,Q
395,354,Q
397,353,Q
