x,y,label
246,102,Y
245,102,Y
244,101,Y
245,103,Y
246,106,Y
250,113,Y
258,120,Y
264,127,Y
271,134,Y
276,143,Y
281,151,Y
284,159,Y
286,166,Y
288,169,Y
291,169,Y
296,166,Y
303,160,Y
308,154,Y
314,148,Y
319,140,Y
325,133,Y
332,126,Y
338,119,Y
342,112,Y
346,108,Y
346,107,Y
346,110,Y
344,111,Y
343,114,Y
342,119,Y
339,125,Y
337,130,Y
332,138,Y
327,147,Y
322,159,Y
312,171,Y
301,190,Y
289,207,Y
280,228,Y
273,245,Y
269,259,Y
262,273,Y
258,285,Y
253,295,Y
249,304,Y
249,310,Y
247,314,Y
245,315,Y
242,313,Y
244,313,Y
