x,y,label
235,223,D
236,222,D
235,222,D
235,225,D
232,233,D
231,234,D
228,250,D
226,269,D
226,268,D
235,295,D
225,377,D
223,377,D
217,408,D
221,422,D
219,423,D
219,428,D
220,412,D
221,414,D
214,392,D
207,358,D
208,358,D
211,323,D
221,294,D
234,273,D
233,273,D
247,256,D
248,255,D
267,244,D
288,231,D
286,231,D
309,234,D
326,249,D
327,248,D
336,278,D
347,314,D
346,347,D
347,345,D
329,365,D
308,377,D
308,378,D
291,383,D
289,382,D
277,382,D
266,379,D
266,379,D
261,375,D
257,372,D
257,370,D
258,369,D
257,370,D
256,370,D
256,371,D
256,371,D
254,371,D
251,373,D
247,375,D
