x,y,label
349,179,P
350,179,P
350,179,P
350,178,P
348,179,P
349,180,P
349,179,P
349,179,P
386,314,P
391,319,P
394,321,P
390,318,P
379,356,P
387,348,P
394,352,P
391,345,P
379,347,P
377,347,P
376,347,P
378,346,P
380,304,P
379,300,P
379,301,P
380,300,P
383,216,P
380,213,P
378,209,P
375,205,P
399,177,P
402,178,P
400,178,P
401,178,P
440,178,P
440,182,P
438,183,P
439,183,P
437,253,P
437,258,P
441,239,P
439,246,P
421,280,P
413,268,P
414,270,P
414,269,P
404,275,P
395,261,P
396,260,P
396,260,P
389,258,P
