x,y,label
367,205,E
367,205,E
366,202,E
365,202,E
365,202,E
363,205,E
364,205,E
363,210,E
363,220,E
362,232,E
361,233,E
360,249,E
359,278,E
360,278,E
360,295,E
360,310,E
361,311,E
367,319,E
379,323,E
379,324,E
402,325,E
418,324,E
417,324,E
441,328,E
457,331,E
456,332,E
462,333,E
460,335,E
460,335,E
451,334,E
433,334,E
431,333,E
416,332,E
398,334,E
396,335,E
383,329,E
373,323,E
374,324,E
369,315,E
368,302,E
369,302,E
366,288,E
364,277,E
365,277,E
364,266,E
368,261,E
376,257,E
376,257,E
390,256,E
390,256,E
407,255,E
424,256,E
424,257,E
436,258,E
444,260,E
444,260,E
446,260,E
439,260,E
428,261,E
429,261,E
414,263,E
414,262,E
395,263,E
379,262,E
379,262,E
365,262,E
357,259,E
357,259,E
353,253,E
353,241,E
353,232,E
354,230,E
355,220,E
357,212,E
357,211,E
361,206,E
360,206,E
369,202,E
380,202,E
380,201,E
397,203,E
416,205,E
432,204,E
432,204,E
445,205,E
455,206,E
454,206,E
461,207,E
460,207,E
461,208,E
458,209,E
459,209,E
456,210,E
453,210,E
450,210,E
450,210,E
448,211,E
