x,y,label
397,168,G
394,165,G
386,160,G
386,161,G
374,158,G
371,159,G
356,158,G
332,164,G
304,174,G
302,175,G
282,191,G
265,209,G
264,210,G
252,232,G
243,258,G
242,257,G
241,280,G
245,308,G
244,306,G
257,327,G
271,335,G
273,335,G
303,341,G
327,339,G
330,338,G
354,327,G
379,312,G
380,313,G
393,295,G
400,284,G
400,284,G
399,273,G
393,266,G
392,265,G
378,264,G
358,265,G
356,263,G
336,266,G
314,267,G
313,266,G
300,270,G
294,270,G
294,270,G
291,268,G
289,268,G
289,269,G
284,269,G
279,272,G
280,271,G
276,274,G
276,272,G
276,274,G
275,272,G
