x,y,label
426,117,T
426,117,T
430,121,T
431,125,T
432,126,T
428,131,T
429,133,T
428,153,T
429,154,T
426,181,T
427,181,T
428,179,T
428,220,T
430,219,T
429,246,T
438,258,T
441,258,T
436,268,T
439,272,T
441,273,T
443,273,T
440,269,T
440,269,T
442,269,T
434,265,T
435,267,T
434,257,T
433,242,T
435,245,T
429,221,T
430,220,T
419,193,T
421,193,T
422,194,T
413,168,T
413,168,T
408,151,T
408,153,T
405,134,T
402,129,T
402,128,T
398,124,T
396,124,T
391,120,T
389,119,T
388,119,T
382,119,T
380,117,T
365,118,T
368,120,T
345,119,T
329,119,T
331,119,T
319,119,T
320,118,T
315,118,T
314,118,T
314,118,T
314,117,T
314,116,T
320,115,T
319,114,T
327,112,T
344,112,T
345,112,T
372,122,T
373,122,T
375,122,T
399,122,T
397,123,T
420,120,T
420,120,T
437,121,T
437,120,T
450,121,T
460,121,T
459,121,T
468,121,T
467,121,T
468,121,T
471,121,T
471,121,T
471,121,T
471,122,T
471,121,T
471,120,T
470,118,T
470,118,T
470,118,T
