x,y,label
220,174,M
216,168,M
215,167,M
213,164,M
212,164,M
211,169,M
211,169,M
209,209,M
205,246,M
204,245,M
209,290,M
208,295,M
203,315,M
201,316,M
196,332,M
197,329,M
201,305,M
206,275,M
208,275,M
211,233,M
212,232,M
217,208,M
218,209,M
234,174,M
234,173,M
240,174,M
249,189,M
249,190,M
255,213,M
256,212,M
276,251,M
276,250,M
283,255,M
281,256,M
293,246,M
305,223,M
301,227,M
318,200,M
320,201,M
334,182,M
347,170,M
358,168,M
359,168,M
366,175,M
367,195,M
369,197,M
366,218,M
367,249,M
368,283,M
365,280,M
370,305,M
369,304,M
369,315,M
