x,y,label
224,154,M
223,153,M
222,152,M
220,152,M
219,163,M
220,162,M
223,180,M
222,180,M
222,206,M
222,208,M
219,264,M
224,279,M
222,280,M
214,287,M
215,289,M
215,289,M
215,288,M
226,260,M
217,217,M
219,217,M
221,188,M
223,185,M
227,164,M
228,164,M
242,147,M
250,156,M
250,155,M
257,178,M
256,178,M
263,198,M
264,199,M
271,215,M
271,215,M
277,220,M
279,222,M
301,206,M
318,184,M
320,185,M
341,167,M
342,167,M
357,150,M
359,151,M
376,147,M
378,161,M
380,160,M
377,182,M
378,181,M
375,207,M
377,209,M
374,241,M
374,242,M
378,273,M
378,279,M
379,279,M
380,280,M
379,280,M
