x,y,label
438,241,E
438,241,E
439,239,E
437,239,E
437,239,E
432,235,E
431,235,E
421,235,E
410,231,E
395,228,E
394,228,E
383,227,E
372,227,E
370,227,E
362,228,E
359,232,E
358,232,E
356,239,E
354,251,E
354,253,E
350,271,E
350,289,E
349,291,E
347,300,E
347,311,E
347,310,E
351,313,E
359,313,E
359,313,E
370,312,E
385,313,E
385,314,E
398,313,E
412,314,E
410,315,E
422,317,E
426,319,E
425,319,E
425,319,E
417,318,E
417,317,E
405,318,E
390,318,E
390,316,E
376,318,E
364,317,E
363,316,E
357,318,E
354,322,E
354,321,E
353,327,E
354,336,E
353,335,E
354,348,E
355,360,E
354,361,E
357,370,E
358,377,E
360,378,E
361,379,E
371,376,E
369,378,E
381,376,E
393,375,E
393,376,E
409,377,E
419,375,E
418,375,E
425,375,E
428,374,E
426,373,E
426,374,E
423,376,E
