x,y,label
357,205,D
358,206,D
357,207,D
358,210,D
359,217,D
359,217,D
362,233,D
363,251,D
364,253,D
362,275,D
362,276,D
364,299,D
372,329,D
376,343,D
376,340,D
390,366,D
392,367,D
388,364,D
392,365,D
372,339,D
373,340,D
370,325,D
362,311,D
364,311,D
359,295,D
357,281,D
358,282,D
356,267,D
358,254,D
358,257,D
358,241,D
362,231,D
360,231,D
371,217,D
380,208,D
382,207,D
399,202,D
420,202,D
420,202,D
441,209,D
457,220,D
457,222,D
482,290,D
472,265,D
474,263,D
468,296,D
457,327,D
455,313,D
450,352,D
437,367,D
441,366,D
411,331,D
397,334,D
397,333,D
387,332,D
382,330,D
382,331,D
378,329,D
375,328,D
376,328,D
375,326,D
373,326,D
372,326,D
373,327,D
371,327,D
371,326,D
370,326,D
