x,y,label
304,141,T
301,139,T
302,138,T
300,138,T
300,138,T
299,139,T
299,139,T
301,145,T
300,145,T
300,155,T
300,154,T
304,170,T
304,170,T
307,198,T
307,197,T
308,228,T
310,225,T
313,253,T
313,251,T
317,277,T
318,278,T
318,304,T
320,304,T
321,314,T
319,317,T
321,320,T
321,322,T
319,321,T
320,321,T
321,314,T
321,314,T
316,296,T
320,297,T
315,272,T
319,270,T
313,247,T
314,245,T
311,222,T
310,222,T
310,196,T
310,197,T
310,179,T
308,178,T
305,164,T
306,163,T
301,154,T
301,155,T
292,152,T
294,150,T
277,152,T
279,150,T
263,155,T
263,155,T
245,159,T
244,156,T
230,161,T
229,159,T
218,160,T
220,159,T
215,158,T
215,156,T
216,155,T
216,156,T
223,153,T
221,155,T
232,154,T
234,154,T
251,153,T
250,154,T
269,153,T
270,153,T
288,151,T
288,153,T
309,149,T
312,149,T
333,147,T
334,147,T
354,146,T
354,146,T
370,144,T
368,144,T
378,143,T
377,144,T
384,144,T
383,147,T
386,148,T
387,149,T
387,150,T
388,149,T
386,150,T
