x,y,label
324,302,A
323,301,A
321,301,A
321,301,A
321,302,A
319,304,A
318,304,A
315,307,A
312,310,A
313,311,A
308,314,A
309,314,A
305,315,A
302,314,A
302,309,A
301,309,A
302,303,A
304,295,A
304,294,A
306,284,A
313,267,A
312,266,A
321,253,A
330,238,A
330,237,A
333,233,A
318,240,A
317,242,A
281,273,A
265,306,A
261,305,A
238,360,A
206,378,A
201,386,A
200,384,A
212,364,A
212,364,A
239,320,A
253,278,A
254,276,A
264,252,A
282,227,A
283,227,A
297,217,A
306,219,A
307,220,A
315,239,A
441,390,A
332,272,A
408,423,A
384,388,A
382,385,A
369,383,A
294,342,A
295,342,A
274,330,A
319,379,A
284,364,A
219,319,A
200,320,A
199,321,A
201,320,A
218,320,A
249,322,A
245,323,A
284,327,A
283,328,A
314,332,A
332,331,A
330,330,A
336,328,A
331,325,A
333,325,A
326,321,A
321,319,A
