x,y,label
209,141,J
208,140,J
207,139,J
207,139,J
208,139,J
208,139,J
207,138,J
207,138,J
209,138,J
214,138,J
223,138,J
239,136,J
238,137,J
262,133,J
262,134,J
290,132,J
322,133,J
356,132,J
357,131,J
385,133,J
404,134,J
405,134,J
410,134,J
410,135,J
406,136,J
393,136,J
373,137,J
372,137,J
352,141,J
336,143,J
334,143,J
321,145,J
313,148,J
312,153,J
312,153,J
315,164,J
314,165,J
318,183,J
325,214,J
325,216,J
348,293,J
334,338,J
315,349,J
317,351,J
295,346,J
297,346,J
285,327,J
280,300,J
260,278,J
266,273,J
265,274,J
