x,y,label
460,155,P
460,146,P
461,146,P
459,149,P
460,149,P
461,162,P
461,161,P
464,182,P
464,180,P
487,316,P
487,309,P
479,343,P
482,345,P
476,350,P
475,350,P
481,353,P
479,354,P
480,341,P
480,340,P
467,282,P
479,298,P
450,208,P
453,219,P
452,197,P
455,198,P
454,178,P
460,177,P
469,166,P
471,166,P
497,164,P
496,165,P
523,173,P
523,174,P
544,186,P
543,186,P
549,207,P
550,205,P
538,226,P
544,224,P
534,248,P
541,242,P
523,256,P
521,256,P
496,260,P
494,260,P
485,259,P
485,259,P
482,257,P
483,255,P
484,257,P
