x,y,label
367,133,Z
365,135,Z
365,134,Z
367,136,Z
371,136,Z
378,135,Z
388,136,Z
401,137,Z
415,136,Z
433,138,Z
449,137,Z
465,137,Z
478,138,Z
489,139,Z
499,139,Z
508,139,Z
511,139,Z
513,138,Z
514,137,Z
512,139,Z
509,140,Z
505,144,Z
494,149,Z
481,156,Z
468,160,Z
455,168,Z
446,177,Z
431,186,Z
418,195,Z
403,206,Z
390,216,Z
382,228,Z
373,233,Z
370,239,Z
372,249,Z
373,248,Z
374,251,Z
390,253,Z
393,256,Z
408,249,Z
427,245,Z
439,242,Z
457,242,Z
466,239,Z
474,246,Z
487,239,Z
495,237,Z
502,234,Z
507,230,Z
508,232,Z
514,230,Z
512,230,Z
514,228,Z
513,233,Z
514,230,Z
512,229,Z
513,231,Z
513,230,Z
513,231,Z
513,232,Z
