x,y,label
227,89,X
227,89,X
228,89,X
231,90,X
232,91,X
244,104,X
244,104,X
257,119,X
256,122,X
277,136,X
268,134,X
299,161,X
297,163,X
323,191,X
320,192,X
355,221,X
349,219,X
366,234,X
369,234,X
372,239,X
374,239,X
368,235,X
369,235,X
364,227,X
365,226,X
362,205,X
361,205,X
359,185,X
357,185,X
350,153,X
351,159,X
354,129,X
358,128,X
357,99,X
354,96,X
353,73,X
351,72,X
348,61,X
347,62,X
339,59,X
340,58,X
330,65,X
329,66,X
316,85,X
319,85,X
305,107,X
305,107,X
289,128,X
290,127,X
278,152,X
276,153,X
269,174,X
268,174,X
265,189,X
264,188,X
256,198,X
257,198,X
251,204,X
252,203,X
253,206,X
253,206,X
252,206,X
253,206,X
254,206,X
253,207,X
255,205,X
256,205,X
259,206,X
258,205,X
259,206,X
