x,y,label
245,283,J
246,285,J
253,285,J
254,259,J
252,260,J
254,234,J
254,233,J
259,214,J
257,212,J
262,183,J
260,175,J
261,172,J
255,166,J
254,164,J
249,159,J
248,158,J
246,157,J
245,157,J
246,155,J
256,155,J
256,153,J
274,155,J
274,155,J
302,155,J
302,158,J
364,154,J
402,152,J
403,153,J
424,153,J
423,153,J
424,154,J
424,155,J
387,157,J
365,156,J
362,157,J
345,158,J
344,157,J
333,156,J
333,159,J
328,159,J
329,161,J
330,169,J
334,188,J
335,189,J
339,218,J
339,220,J
355,287,J
374,309,J
331,369,J
315,381,J
318,381,J
295,381,J
304,378,J
287,360,J
280,366,J
256,309,J
243,310,J
246,309,J
