x,y,label
294,204,H
296,201,H
297,200,H
297,202,H
298,202,H
297,208,H
295,220,H
294,220,H
294,236,H
294,236,H
293,253,H
294,277,H
293,276,H
292,297,H
295,317,H
296,332,H
296,334,H
296,347,H
298,357,H
299,355,H
300,354,H
300,354,H
299,350,H
300,335,H
298,333,H
300,319,H
299,308,H
300,297,H
300,296,H
301,289,H
301,282,H
301,283,H
301,280,H
304,279,H
304,280,H
309,279,H
309,279,H
319,278,H
333,278,H
346,280,H
346,281,H
365,278,H
377,282,H
379,282,H
387,285,H
393,282,H
394,282,H
400,273,H
397,272,H
401,258,H
402,243,H
402,230,H
401,232,H
403,219,H
402,213,H
403,213,H
404,209,H
407,210,H
406,209,H
409,214,H
411,219,H
411,222,H
414,237,H
417,257,H
418,254,H
425,284,H
424,313,H
426,312,H
426,333,H
429,350,H
426,348,H
434,361,H
430,362,H
