x,y,label
414,142,G
414,142,G
415,140,G
417,137,G
416,137,G
416,136,G
413,134,G
414,134,G
407,131,G
396,126,G
396,126,G
379,125,G
364,121,G
347,120,G
343,119,G
323,126,G
321,125,G
302,137,G
280,155,G
280,153,G
260,174,G
244,199,G
245,198,G
236,219,G
232,243,G
234,264,G
233,261,G
243,281,G
241,280,G
257,295,G
284,301,G
284,301,G
311,297,G
338,290,G
339,290,G
359,281,G
375,271,G
389,259,G
388,259,G
401,249,G
407,237,G
408,238,G
407,229,G
407,229,G
399,223,G
385,220,G
384,220,G
361,218,G
334,220,G
312,223,G
310,223,G
295,226,G
288,226,G
289,226,G
286,225,G
285,225,G
286,222,G
288,220,G
288,219,G
289,218,G
289,216,G
288,216,G
288,216,G
288,216,G
288,216,G
288,216,G
288,216,G
287,216,G
288,217,G
286,218,G
