x,y,label
251,171,K
251,171,K
252,170,K
252,170,K
253,169,K
254,168,K
255,168,K
255,169,K
257,176,K
258,176,K
261,196,K
252,239,K
256,292,K
279,349,K
280,350,K
279,366,K
279,369,K
279,375,K
278,376,K
279,368,K
290,339,K
280,306,K
265,283,K
263,282,K
268,280,K
266,279,K
268,278,K
268,278,K
291,258,K
314,242,K
314,242,K
349,213,K
352,214,K
369,203,K
370,203,K
364,204,K
363,205,K
308,226,K
285,230,K
289,229,K
285,237,K
286,237,K
290,247,K
292,250,K
318,286,K
322,282,K
360,341,K
375,357,K
379,359,K
376,359,K
376,357,K
377,357,K
377,358,K
