x,y,label
153,165,S
153,165,S
154,165,S
150,164,S
150,165,S
151,164,S
145,164,S
144,164,S
133,166,S
119,172,S
124,171,S
110,178,S
115,177,S
107,188,S
108,187,S
101,196,S
102,195,S
100,195,S
105,205,S
104,205,S
105,216,S
119,227,S
119,228,S
132,237,S
133,238,S
140,244,S
141,245,S
151,252,S
154,250,S
153,250,S
174,255,S
171,259,S
196,268,S
206,288,S
207,281,S
216,299,S
219,297,S
220,317,S
224,313,S
225,313,S
226,327,S
230,327,S
217,342,S
216,342,S
204,356,S
189,357,S
184,356,S
167,361,S
166,360,S
153,358,S
151,361,S
151,361,S
140,361,S
141,359,S
136,357,S
137,357,S
130,354,S
130,355,S
130,354,S
131,354,S
131,354,S
130,352,S
131,352,S
131,352,S
131,352,S
130,351,S
