x,y,label
239,174,R
238,173,R
238,174,R
238,178,R
238,179,R
239,187,R
239,187,R
238,206,R
238,206,R
238,224,R
232,269,R
237,267,R
250,298,R
247,302,R
249,298,R
272,336,R
263,337,R
222,350,R
222,351,R
223,354,R
222,352,R
236,328,R
244,306,R
245,306,R
245,307,R
251,282,R
230,272,R
230,246,R
230,244,R
232,218,R
233,218,R
245,204,R
247,202,R
260,188,R
280,178,R
280,180,R
280,179,R
300,184,R
302,184,R
322,199,R
325,199,R
335,224,R
336,224,R
332,243,R
333,244,R
313,262,R
311,263,R
283,271,R
281,268,R
267,269,R
267,269,R
262,271,R
262,269,R
263,269,R
263,271,R
272,275,R
271,275,R
297,292,R
297,291,R
322,310,R
321,310,R
342,324,R
343,324,R
368,339,R
372,345,R
378,345,R
385,356,R
386,354,R
388,355,R
387,351,R
