x,y,label
328,189,E
327,188,E
327,188,E
327,185,E
328,182,E
329,182,E
329,181,E
329,183,E
329,193,E
328,193,E
328,207,E
326,227,E
326,227,E
323,252,E
323,252,E
321,277,E
320,298,E
321,310,E
322,311,E
322,318,E
323,315,E
323,315,E
324,307,E
322,297,E
322,295,E
322,286,E
321,273,E
320,272,E
321,260,E
321,248,E
322,247,E
322,235,E
324,225,E
324,224,E
323,216,E
323,207,E
323,205,E
325,200,E
325,197,E
325,196,E
328,198,E
334,195,E
334,195,E
345,191,E
361,186,E
361,186,E
377,183,E
394,183,E
394,183,E
413,186,E
422,184,E
422,183,E
423,183,E
417,184,E
405,185,E
405,185,E
387,186,E
386,185,E
373,187,E
361,191,E
361,190,E
350,193,E
344,195,E
343,195,E
339,198,E
337,201,E
339,208,E
338,208,E
340,219,E
340,219,E
340,226,E
341,234,E
341,234,E
345,239,E
351,241,E
351,241,E
358,240,E
374,238,E
389,238,E
389,239,E
404,239,E
422,239,E
421,240,E
431,240,E
430,241,E
430,242,E
419,243,E
419,243,E
402,243,E
385,245,E
362,245,E
362,245,E
350,250,E
332,251,E
331,250,E
325,255,E
324,254,E
320,260,E
319,268,E
319,268,E
321,279,E
322,295,E
323,307,E
323,308,E
329,311,E
347,312,E
345,312,E
366,313,E
391,317,E
390,317,E
409,317,E
409,317,E
421,321,E
424,320,E
