x,y,label
209,140,S
209,138,S
207,137,S
208,137,S
206,135,S
207,135,S
201,135,S
200,133,S
190,136,S
193,134,S
195,135,S
179,139,S
180,139,S
170,141,S
162,151,S
158,153,S
151,158,S
151,159,S
154,169,S
150,169,S
150,180,S
149,181,S
148,180,S
155,188,S
155,190,S
162,199,S
174,205,S
175,208,S
189,209,S
187,209,S
201,216,S
199,216,S
201,217,S
210,220,S
208,222,S
222,220,S
220,221,S
233,221,S
242,222,S
241,221,S
251,222,S
251,224,S
256,226,S
257,227,S
256,227,S
260,233,S
259,233,S
262,237,S
260,239,S
260,243,S
257,247,S
253,252,S
244,259,S
244,261,S
236,266,S
235,265,S
235,266,S
226,271,S
227,270,S
213,273,S
220,274,S
202,274,S
206,274,S
192,277,S
187,278,S
185,279,S
184,278,S
179,280,S
176,280,S
173,280,S
171,281,S
170,281,S
169,281,S
168,282,S
167,283,S
167,284,S
