x,y,label
156,393,FF
156,394,FF
154,394,FF
154,389,FF
151,388,FF
154,381,FF
157,371,FF
158,352,FF
159,350,FF
162,327,FF
163,326,FF
166,306,FF
171,277,FF
173,275,FF
174,252,FF
177,229,FF
180,229,FF
178,207,FF
178,187,FF
180,169,FF
182,168,FF
181,156,FF
181,149,FF
180,148,FF
180,145,FF
180,144,FF
184,144,FF
187,144,FF
187,144,FF
195,145,FF
207,147,FF
219,146,FF
221,144,FF
236,142,FF
254,139,FF
253,139,FF
267,136,FF
275,137,FF
274,137,FF
276,138,FF
275,138,FF
271,139,FF
265,141,FF
251,143,FF
250,142,FF
236,145,FF
223,149,FF
221,149,FF
212,149,FF
204,150,FF
203,152,FF
198,152,FF
198,152,FF
195,154,FF
192,159,FF
190,170,FF
190,170,FF
187,185,FF
184,201,FF
185,201,FF
183,212,FF
185,220,FF
187,219,FF
192,219,FF
200,217,FF
201,217,FF
211,213,FF
224,210,FF
224,211,FF
237,210,FF
248,210,FF
247,208,FF
258,211,FF
265,215,FF
266,213,FF
269,215,FF
273,217,FF
276,218,FF
276,218,FF
278,218,FF
278,218,FF
279,217,FF
283,216,FF
283,217,FF
284,217,FF
284,216,FF
285,215,FF
