x,y,label
341,288,A
340,290,A
339,293,A
338,295,A
338,295,A
338,297,A
338,297,A
338,297,A
337,298,A
337,298,A
333,299,A
327,299,A
325,298,A
312,301,A
287,302,A
270,304,A
271,304,A
244,314,A
212,335,A
214,336,A
179,352,A
181,352,A
157,370,A
150,365,A
150,366,A
153,342,A
173,315,A
194,262,A
190,271,A
218,212,A
227,172,A
237,169,A
250,153,A
267,141,A
267,140,A
279,143,A
279,142,A
290,156,A
304,183,A
324,224,A
324,229,A
339,262,A
380,349,A
377,338,A
405,389,A
392,392,A
389,396,A
357,359,A
350,353,A
305,314,A
280,299,A
245,293,A
225,283,A
194,278,A
185,275,A
183,273,A
181,273,A
188,269,A
189,269,A
206,269,A
238,268,A
239,266,A
273,267,A
294,271,A
295,271,A
310,273,A
318,275,A
319,276,A
