x,y,label
117,205,R
116,193,R
116,191,R
112,192,R
114,192,R
110,209,R
111,211,R
111,268,R
114,264,R
116,316,R
114,319,R
112,343,R
116,344,R
113,344,R
113,345,R
109,326,R
109,324,R
116,289,R
113,286,R
131,249,R
114,237,R
130,212,R
125,214,R
156,197,R
155,195,R
168,190,R
169,189,R
176,210,R
174,209,R
173,244,R
173,244,R
150,269,R
152,268,R
135,266,R
136,267,R
131,266,R
132,266,R
134,269,R
136,269,R
167,290,R
157,289,R
181,311,R
190,315,R
218,321,R
219,322,R
210,337,R
207,339,R
207,341,R
208,340,R
209,339,R
209,339,R
