x,y,label
277,168,W
277,168,W
276,167,W
278,169,W
279,168,W
285,174,W
284,174,W
293,183,W
293,184,W
302,199,W
303,199,W
304,221,W
305,220,W
306,241,W
306,240,W
303,260,W
302,263,W
302,274,W
304,275,W
303,283,W
302,283,W
306,286,W
303,286,W
305,283,W
306,283,W
310,271,W
311,271,W
320,252,W
317,253,W
324,231,W
324,231,W
336,214,W
338,213,W
341,193,W
342,191,W
348,178,W
349,176,W
354,170,W
354,168,W
356,169,W
355,169,W
355,172,W
355,172,W
357,176,W
355,175,W
361,184,W
362,185,W
370,201,W
367,200,W
375,225,W
380,226,W
386,249,W
385,246,W
396,269,W
398,267,W
403,279,W
404,278,W
412,285,W
414,288,W
418,282,W
419,282,W
420,270,W
422,269,W
422,249,W
426,250,W
428,231,W
428,231,W
431,213,W
433,209,W
437,193,W
436,194,W
439,184,W
439,186,W
439,180,W
438,179,W
437,178,W
436,177,W
433,177,W
434,176,W
434,175,W
432,178,W
432,179,W
