x,y,label
219,135,R
220,134,R
219,134,R
219,141,R
219,141,R
220,141,R
219,141,R
216,178,R
215,179,R
215,179,R
217,181,R
244,243,R
257,253,R
246,243,R
263,323,R
215,333,R
216,334,R
216,331,R
217,332,R
301,366,R
287,323,R
298,342,R
271,322,R
248,259,R
235,262,R
239,261,R
235,260,R
252,199,R
241,192,R
240,194,R
242,188,R
285,178,R
282,173,R
283,174,R
284,175,R
326,195,R
330,194,R
328,192,R
330,198,R
335,222,R
332,222,R
333,221,R
333,221,R
270,268,R
258,264,R
266,266,R
261,265,R
258,261,R
258,265,R
259,265,R
263,267,R
306,284,R
300,287,R
300,282,R
303,282,R
375,328,R
368,324,R
368,321,R
371,323,R
407,372,R
409,375,R
