x,y,label
135,181,R
128,190,R
127,191,R
114,215,R
114,215,R
107,258,R
105,258,R
107,259,R
102,310,R
108,343,R
96,342,R
97,359,R
91,361,R
89,352,R
91,350,R
89,329,R
95,320,R
94,321,R
111,286,R
110,287,R
134,234,R
149,210,R
145,205,R
151,176,R
151,175,R
165,170,R
166,171,R
178,189,R
177,188,R
176,188,R
171,220,R
171,223,R
158,250,R
138,261,R
142,255,R
137,263,R
138,262,R
144,276,R
143,274,R
144,274,R
165,286,R
167,286,R
175,303,R
181,306,R
217,324,R
208,342,R
213,341,R
210,347,R
208,347,R
209,346,R
212,345,R
