x,y,label
256,120,P
254,113,P
253,112,P
252,114,P
253,113,P
249,128,P
249,129,P
241,171,P
243,170,P
241,221,P
241,221,P
240,259,P
244,260,P
239,308,P
238,307,P
239,330,P
239,330,P
242,306,P
241,303,P
248,280,P
248,275,P
240,241,P
235,243,P
255,200,P
244,195,P
242,192,P
246,164,P
261,143,P
266,142,P
288,128,P
289,128,P
314,132,P
314,130,P
334,148,P
334,146,P
342,170,P
342,170,P
341,170,P
342,188,P
314,220,P
312,220,P
290,214,P
290,216,P
277,213,P
277,213,P
270,209,P
270,208,P
271,208,P
269,206,P
