x,y,label
189,158,Q
184,156,Q
185,155,Q
176,156,Q
176,155,Q
160,163,Q
160,163,Q
146,212,Q
147,212,Q
130,221,Q
131,222,Q
133,269,Q
134,267,Q
149,281,Q
150,284,Q
171,297,Q
174,295,Q
224,299,Q
214,298,Q
252,283,Q
256,286,Q
258,255,Q
255,252,Q
271,229,Q
271,226,Q
242,198,Q
245,197,Q
233,191,Q
233,188,Q
229,190,Q
229,189,Q
225,198,Q
224,198,Q
221,212,Q
221,210,Q
228,246,Q
225,250,Q
234,265,Q
234,269,Q
259,291,Q
257,293,Q
309,329,Q
317,330,Q
319,334,Q
318,336,Q
319,338,Q
317,339,Q
310,327,Q
320,334,Q
264,295,Q
262,293,Q
