x,y,label
309,226,H
310,224,H
310,227,H
309,235,H
309,238,H
306,251,H
304,276,H
304,276,H
307,308,H
306,307,H
302,346,H
300,372,H
297,368,H
295,374,H
289,368,H
291,348,H
290,349,H
286,324,H
287,309,H
285,310,H
287,300,H
285,301,H
286,297,H
292,296,H
292,297,H
301,296,H
320,301,H
338,307,H
337,306,H
357,311,H
367,318,H
368,317,H
374,315,H
377,300,H
377,303,H
378,281,H
376,282,H
375,262,H
373,247,H
369,237,H
370,237,H
368,234,H
368,235,H
368,235,H
368,242,H
370,260,H
370,258,H
373,287,H
369,313,H
369,312,H
365,343,H
362,362,H
