x,y,label
184,113,Y
183,112,Y
182,114,Y
183,117,Y
185,120,Y
186,118,Y
189,125,Y
194,130,Y
198,137,Y
204,146,Y
207,158,Y
209,170,Y
212,180,Y
214,192,Y
219,200,Y
220,206,Y
221,210,Y
225,211,Y
229,212,Y
231,210,Y
234,207,Y
236,202,Y
237,193,Y
242,185,Y
248,177,Y
254,166,Y
262,156,Y
270,145,Y
276,139,Y
280,134,Y
286,127,Y
287,123,Y
289,122,Y
288,121,Y
287,124,Y
288,126,Y
285,130,Y
283,134,Y
280,141,Y
277,148,Y
274,154,Y
271,164,Y
266,174,Y
265,184,Y
260,192,Y
253,204,Y
249,218,Y
245,231,Y
241,246,Y
239,259,Y
240,273,Y
239,284,Y
237,297,Y
234,310,Y
233,323,Y
230,332,Y
233,339,Y
231,343,Y
231,345,Y
232,344,Y
232,343,Y
233,344,Y
