x,y,label
352,332,A
353,332,A
352,332,A
352,332,A
352,333,A
352,333,A
351,334,A
349,335,A
349,335,A
345,334,A
329,333,A
329,334,A
320,335,A
318,336,A
312,335,A
311,338,A
311,338,A
313,338,A
315,339,A
322,341,A
323,341,A
330,344,A
336,345,A
337,344,A
343,346,A
346,345,A
346,345,A
349,344,A
351,344,A
351,343,A
355,342,A
359,341,A
358,341,A
362,340,A
363,340,A
363,340,A
363,337,A
360,332,A
360,331,A
353,325,A
344,312,A
345,313,A
336,294,A
326,273,A
328,276,A
321,257,A
311,237,A
311,234,A
304,224,A
301,218,A
300,217,A
298,217,A
294,228,A
293,227,A
283,274,A
223,343,A
208,378,A
203,395,A
206,386,A
205,384,A
223,346,A
254,301,A
254,292,A
262,260,A
276,248,A
286,243,A
286,243,A
295,257,A
297,259,A
319,291,A
387,423,A
382,407,A
386,425,A
381,417,A
380,419,A
350,385,A
309,353,A
285,331,A
286,333,A
266,320,A
271,322,A
251,312,A
236,309,A
233,309,A
229,306,A
228,305,A
228,305,A
236,304,A
260,297,A
300,302,A
297,298,A
322,303,A
343,306,A
345,306,A
358,308,A
359,308,A
362,310,A
362,312,A
363,312,A
362,313,A
361,315,A
359,317,A
359,317,A
356,318,A
353,320,A
353,320,A
350,322,A
348,323,A
349,323,A
348,322,A
348,323,A
