x,y,label
131,167,P
131,165,P
129,165,P
128,165,P
126,165,P
126,163,P
124,174,P
127,172,P
138,214,P
140,212,P
121,238,P
121,236,P
128,290,P
127,287,P
129,313,P
126,313,P
127,324,P
127,322,P
127,311,P
127,311,P
128,287,P
129,285,P
134,246,P
132,243,P
144,217,P
146,213,P
150,184,P
150,182,P
166,170,P
163,171,P
184,164,P
184,163,P
199,171,P
200,172,P
211,201,P
210,200,P
207,213,P
207,213,P
185,220,P
185,218,P
174,219,P
173,218,P
168,215,P
167,215,P
165,211,P
165,210,P
165,210,P
165,209,P
165,211,P
166,211,P
