x,y,label
193,191,M
192,185,M
192,186,M
192,186,M
193,195,M
191,195,M
195,214,M
194,213,M
192,256,M
193,258,M
194,289,M
192,292,M
190,308,M
195,295,M
194,294,M
196,271,M
196,273,M
199,241,M
201,242,M
211,197,M
214,187,M
214,187,M
219,185,M
219,185,M
225,190,M
225,190,M
229,201,M
229,201,M
251,243,M
260,264,M
259,264,M
263,268,M
264,267,M
280,258,M
281,258,M
290,235,M
291,235,M
303,196,M
314,189,M
317,188,M
324,190,M
323,190,M
325,207,M
324,205,M
324,271,M
329,297,M
324,298,M
328,308,M
327,305,M
328,308,M
328,306,M
331,303,M
