x,y,label
256,175,K
254,174,K
254,173,K
254,172,K
254,173,K
254,170,K
254,169,K
255,169,K
255,168,K
256,168,K
256,167,K
256,167,K
258,168,K
258,168,K
262,174,K
262,174,K
259,241,K
274,281,K
274,282,K
272,332,K
270,330,K
272,346,K
272,344,K
272,345,K
272,344,K
278,296,K
276,269,K
279,269,K
271,247,K
271,247,K
263,241,K
265,239,K
264,239,K
265,237,K
282,223,K
322,200,K
320,203,K
353,184,K
353,184,K
366,177,K
368,177,K
331,196,K
307,208,K
308,209,K
286,220,K
288,220,K
283,225,K
283,226,K
286,230,K
285,231,K
303,251,K
350,304,K
348,303,K
358,320,K
358,319,K
362,320,K
362,319,K
360,319,K
362,320,K
362,319,K
