x,y,label
427,121,S
427,122,S
426,120,S
425,121,S
422,120,S
422,120,S
416,118,S
415,119,S
408,118,S
403,119,S
386,119,S
381,119,S
348,126,S
348,125,S
320,133,S
322,136,S
304,152,S
306,151,S
292,170,S
296,166,S
285,185,S
289,184,S
286,203,S
290,205,S
299,214,S
298,211,S
316,218,S
314,217,S
336,216,S
333,216,S
364,217,S
361,217,S
384,217,S
382,218,S
409,225,S
406,226,S
424,233,S
422,235,S
438,245,S
438,249,S
429,253,S
432,253,S
434,264,S
433,266,S
419,272,S
423,273,S
409,296,S
401,290,S
382,301,S
381,294,S
365,303,S
365,300,S
351,306,S
349,302,S
340,302,S
342,300,S
341,301,S
339,299,S
339,299,S
339,298,S
342,298,S
342,296,S
344,298,S
344,297,S
346,296,S
346,297,S
348,295,S
348,295,S
348,295,S
350,294,S
350,293,S
350,292,S
