x,y,label
380,227,B
380,222,B
381,213,B
381,212,B
381,203,B
383,192,B
389,187,B
389,187,B
392,188,B
391,187,B
392,199,B
388,246,B
389,247,B
409,320,B
414,353,B
412,353,B
414,363,B
412,373,B
411,371,B
412,372,B
411,364,B
410,346,B
409,347,B
374,268,B
373,267,B
371,238,B
382,210,B
383,208,B
400,191,B
429,181,B
454,187,B
454,186,B
469,208,B
465,239,B
466,237,B
426,258,B
398,262,B
399,264,B
393,264,B
393,264,B
398,261,B
419,258,B
441,261,B
440,261,B
480,281,B
492,297,B
489,298,B
494,338,B
475,370,B
476,363,B
450,346,B
448,347,B
429,354,B
410,356,B
396,357,B
396,356,B
386,354,B
381,350,B
383,352,B
379,347,B
376,343,B
376,343,B
375,340,B
371,340,B
372,339,B
369,338,B
