x,y,label
320,226,E
318,220,E
318,216,E
317,216,E
317,224,E
313,236,E
312,236,E
310,252,E
308,271,E
309,270,E
308,291,E
303,313,E
304,313,E
301,327,E
302,338,E
302,338,E
306,344,E
317,347,E
318,346,E
333,347,E
353,346,E
353,348,E
370,348,E
386,351,E
385,351,E
390,353,E
386,353,E
385,353,E
372,355,E
357,353,E
355,354,E
339,353,E
324,351,E
319,344,E
319,344,E
315,332,E
317,333,E
315,319,E
313,303,E
317,303,E
317,293,E
322,286,E
323,285,E
327,282,E
336,282,E
349,284,E
349,282,E
367,283,E
368,284,E
384,281,E
398,283,E
397,284,E
406,285,E
406,286,E
406,286,E
396,287,E
383,288,E
363,290,E
362,290,E
345,287,E
331,282,E
330,284,E
324,274,E
324,274,E
323,264,E
324,249,E
325,249,E
327,238,E
335,231,E
344,227,E
345,227,E
358,228,E
379,230,E
379,231,E
395,234,E
396,235,E
419,238,E
434,243,E
434,243,E
