x,y,label
207,192,J
208,191,J
207,189,J
211,191,J
210,189,J
219,188,J
218,186,J
237,187,J
237,184,J
264,184,J
297,182,J
340,188,J
378,184,J
381,187,J
410,182,J
411,182,J
427,182,J
430,183,J
428,188,J
428,187,J
404,187,J
382,185,J
381,186,J
357,185,J
357,187,J
341,186,J
331,185,J
326,185,J
327,187,J
326,186,J
325,191,J
325,192,J
324,205,J
325,205,J
327,230,J
330,264,J
335,306,J
334,308,J
336,350,J
322,381,J
318,379,J
301,391,J
283,392,J
278,384,J
282,385,J
252,366,J
250,364,J
248,330,J
235,329,J
234,328,J
