x,y,label
236,61,X
237,66,X
238,64,X
239,71,X
241,70,X
253,79,X
252,77,X
273,95,X
274,95,X
285,105,X
287,106,X
309,120,X
307,120,X
333,136,X
334,136,X
354,148,X
355,149,X
374,158,X
371,158,X
385,164,X
382,165,X
383,163,X
389,165,X
391,162,X
390,161,X
390,156,X
391,154,X
387,140,X
391,141,X
393,126,X
391,125,X
387,101,X
385,99,X
385,101,X
384,78,X
380,60,X
380,58,X
379,44,X
377,46,X
374,37,X
374,38,X
371,34,X
369,34,X
367,35,X
365,35,X
366,36,X
360,42,X
352,53,X
351,53,X
342,64,X
341,66,X
326,87,X
324,84,X
306,103,X
307,100,X
308,101,X
289,120,X
290,117,X
270,130,X
260,141,X
260,142,X
255,147,X
254,148,X
252,149,X
252,149,X
252,151,X
252,151,X
252,151,X
252,152,X
254,152,X
254,152,X
254,153,X
253,153,X
253,154,X
253,153,X
253,154,X
253,153,X
253,153,X
253,153,X
252,153,X
251,150,X
252,152,X
250,150,X
249,148,X
248,149,X
