x,y,label
228,226,H
231,224,H
230,224,H
232,222,H
233,223,H
233,223,H
232,228,H
231,236,H
232,236,H
230,248,H
230,262,H
230,279,H
231,280,H
230,297,H
227,313,H
226,314,H
226,329,H
226,329,H
226,341,H
225,350,H
226,351,H
224,358,H
224,359,H
226,354,H
225,355,H
224,350,H
226,341,H
225,341,H
226,332,H
228,330,H
227,321,H
229,311,H
232,311,H
232,305,H
233,299,H
234,295,H
235,295,H
236,295,H
240,293,H
240,294,H
246,293,H
254,294,H
255,294,H
263,295,H
264,295,H
275,295,H
288,294,H
299,294,H
298,295,H
307,294,H
312,294,H
312,293,H
315,290,H
316,283,H
316,283,H
316,275,H
316,266,H
317,265,H
316,257,H
318,250,H
319,249,H
319,243,H
320,241,H
320,240,H
320,240,H
320,244,H
320,243,H
319,252,H
319,261,H
318,271,H
319,272,H
316,285,H
319,284,H
315,295,H
314,305,H
313,305,H
312,314,H
310,319,H
310,319,H
307,327,H
305,335,H
303,344,H
302,344,H
301,351,H
301,350,H
301,355,H
300,359,H
301,359,H
301,362,H
302,365,H
302,365,H
303,368,H
303,370,H
302,370,H
302,369,H
302,368,H
301,361,H
