x,y,label
258,96,B
258,95,B
257,95,B
257,95,B
257,96,B
257,96,B
255,98,B
250,108,B
250,108,B
245,126,B
241,149,B
240,149,B
235,176,B
233,209,B
232,243,B
232,240,B
230,273,B
229,308,B
232,306,B
230,324,B
227,325,B
228,333,B
230,332,B
232,332,B
230,322,B
227,312,B
226,294,B
227,293,B
228,267,B
228,246,B
228,246,B
227,224,B
226,200,B
227,201,B
232,177,B
232,175,B
240,157,B
252,140,B
267,124,B
268,123,B
283,115,B
302,111,B
303,111,B
318,112,B
329,121,B
330,120,B
333,135,B
333,134,B
324,151,B
314,167,B
301,178,B
300,178,B
286,188,B
270,197,B
269,196,B
259,205,B
253,205,B
253,205,B
256,203,B
263,199,B
265,196,B
279,193,B
299,189,B
298,188,B
320,189,B
344,194,B
345,195,B
359,210,B
368,233,B
370,232,B
367,254,B
362,270,B
347,284,B
347,285,B
329,294,B
329,293,B
307,301,B
290,303,B
290,301,B
268,300,B
257,299,B
257,298,B
255,292,B
250,290,B
247,289,B
248,288,B
244,288,B
244,288,B
241,289,B
240,289,B
240,289,B
238,290,B
236,290,B
236,289,B
234,290,B
231,293,B
