x,y,label
441,257,H
439,249,H
440,249,H
437,244,H
437,246,H
437,246,H
437,249,H
439,262,H
443,281,H
442,278,H
440,310,H
445,334,H
437,356,H
444,406,H
444,422,H
449,432,H
448,404,H
446,394,H
444,391,H
445,380,H
439,370,H
437,368,H
439,347,H
435,332,H
437,332,H
435,320,H
434,314,H
434,316,H
434,315,H
434,315,H
439,316,H
451,319,H
465,323,H
465,323,H
484,329,H
503,328,H
504,329,H
513,329,H
524,328,H
526,327,H
528,325,H
526,316,H
528,318,H
522,305,H
519,289,H
521,288,H
512,272,H
508,261,H
508,261,H
504,253,H
502,250,H
501,251,H
504,253,H
510,265,H
509,266,H
514,284,H
517,310,H
518,306,H
526,333,H
527,362,H
519,362,H
527,384,H
542,395,H
