x,y,label
415,179,U
413,179,U
414,179,U
415,180,U
414,182,U
414,181,U
415,185,U
416,186,U
413,191,U
414,193,U
415,205,U
418,205,U
422,221,U
426,239,U
427,238,U
421,250,U
420,250,U
420,250,U
416,259,U
416,257,U
408,268,U
408,267,U
404,279,U
399,281,U
374,293,U
352,293,U
353,292,U
335,290,U
337,288,U
334,289,U
317,284,U
324,283,U
307,269,U
308,272,U
299,259,U
299,258,U
294,243,U
292,231,U
288,232,U
290,233,U
290,218,U
288,221,U
290,210,U
287,210,U
290,201,U
288,201,U
289,196,U
289,195,U
290,192,U
290,188,U
290,187,U
291,187,U
291,185,U
290,184,U
