x,y,label
308,92,Y
309,92,Y
306,91,Y
308,90,Y
307,94,Y
308,95,Y
314,103,Y
313,101,Y
324,119,Y
324,117,Y
342,141,Y
342,139,Y
351,156,Y
355,159,Y
361,174,Y
361,177,Y
370,187,Y
373,188,Y
376,187,Y
376,187,Y
378,175,Y
379,177,Y
383,160,Y
384,160,Y
390,142,Y
388,144,Y
401,128,Y
401,129,Y
405,110,Y
405,111,Y
411,99,Y
411,98,Y
414,93,Y
414,93,Y
410,95,Y
411,95,Y
405,105,Y
404,104,Y
400,128,Y
399,126,Y
388,143,Y
389,141,Y
384,161,Y
383,160,Y
377,196,Y
373,201,Y
372,228,Y
367,228,Y
364,255,Y
359,255,Y
361,274,Y
361,270,Y
354,289,Y
355,286,Y
351,302,Y
353,302,Y
345,309,Y
345,309,Y
346,316,Y
347,316,Y
346,314,Y
345,316,Y
348,317,Y
350,315,Y
348,313,Y
345,312,Y
349,312,Y
