x,y,label
425,165,B
427,165,B
427,164,B
427,165,B
427,164,B
427,164,B
427,163,B
426,163,B
424,164,B
425,165,B
425,170,B
426,186,B
428,187,B
426,211,B
422,247,B
424,252,B
430,294,B
427,294,B
434,340,B
434,365,B
431,380,B
426,377,B
426,380,B
426,376,B
427,376,B
426,368,B
414,338,B
414,338,B
393,291,B
387,266,B
383,257,B
387,232,B
391,201,B
392,197,B
407,179,B
425,171,B
425,169,B
450,170,B
474,180,B
476,182,B
487,203,B
483,225,B
483,226,B
443,257,B
418,262,B
417,262,B
398,271,B
393,272,B
393,272,B
397,270,B
408,263,B
407,262,B
427,254,B
454,252,B
454,254,B
484,258,B
501,271,B
502,271,B
504,302,B
501,315,B
501,316,B
480,331,B
481,378,B
482,378,B
464,379,B
416,340,B
416,340,B
402,335,B
395,334,B
394,331,B
393,332,B
392,331,B
391,331,B
392,331,B
394,331,B
