x,y,label
449,152,B
450,152,B
449,151,B
449,149,B
448,146,B
447,147,B
447,144,B
449,143,B
448,143,B
452,144,B
453,144,B
456,153,B
461,171,B
462,172,B
468,197,B
474,246,B
471,280,B
473,282,B
471,287,B
472,287,B
473,286,B
473,286,B
473,286,B
473,282,B
468,247,B
474,267,B
452,211,B
444,190,B
439,169,B
441,170,B
438,152,B
440,141,B
440,141,B
448,130,B
465,123,B
465,120,B
482,135,B
482,135,B
502,140,B
509,150,B
511,161,B
508,161,B
501,173,B
482,183,B
481,184,B
456,193,B
446,199,B
446,199,B
446,199,B
450,194,B
450,195,B
461,190,B
481,186,B
481,187,B
503,185,B
525,195,B
527,195,B
545,208,B
545,230,B
543,223,B
539,251,B
535,261,B
538,263,B
521,266,B
497,273,B
495,275,B
483,281,B
479,275,B
479,272,B
473,273,B
468,273,B
469,271,B
464,270,B
459,267,B
459,267,B
458,267,B
