x,y,label
423,144,FF
425,142,FF
427,142,FF
426,142,FF
428,144,FF
429,154,FF
429,153,FF
431,168,FF
432,184,FF
432,184,FF
432,204,FF
433,239,FF
435,275,FF
434,277,FF
445,319,FF
442,317,FF
444,357,FF
449,388,FF
448,384,FF
451,394,FF
451,398,FF
452,395,FF
453,386,FF
451,353,FF
448,329,FF
448,328,FF
445,300,FF
445,299,FF
439,274,FF
436,249,FF
436,251,FF
430,224,FF
427,206,FF
426,209,FF
421,192,FF
416,179,FF
413,173,FF
411,172,FF
412,167,FF
418,164,FF
418,164,FF
426,164,FF
426,164,FF
440,164,FF
460,163,FF
460,162,FF
489,160,FF
510,158,FF
527,160,FF
528,158,FF
543,159,FF
547,159,FF
546,158,FF
543,159,FF
543,159,FF
533,161,FF
520,163,FF
519,164,FF
506,164,FF
490,167,FF
468,174,FF
469,172,FF
452,174,FF
442,175,FF
442,175,FF
437,178,FF
435,187,FF
434,186,FF
434,197,FF
435,198,FF
435,211,FF
435,229,FF
434,247,FF
436,248,FF
439,255,FF
447,255,FF
447,255,FF
468,251,FF
497,249,FF
494,248,FF
519,251,FF
548,249,FF
548,248,FF
568,250,FF
580,253,FF
578,255,FF
585,255,FF
582,257,FF
583,256,FF
