x,y,label
115,175,W
114,175,W
113,175,W
112,179,W
114,178,W
114,183,W
115,183,W
117,195,W
117,195,W
124,216,W
125,215,W
125,217,W
128,244,W
131,239,W
132,267,W
134,296,W
136,293,W
132,315,W
134,311,W
133,330,W
133,328,W
133,326,W
135,331,W
133,332,W
135,328,W
134,328,W
146,307,W
155,290,W
154,293,W
168,263,W
172,264,W
174,238,W
179,241,W
175,241,W
190,214,W
189,214,W
196,191,W
196,194,W
206,175,W
207,175,W
206,175,W
213,178,W
211,177,W
214,188,W
215,189,W
213,190,W
219,204,W
220,204,W
226,225,W
229,223,W
235,239,W
247,258,W
250,258,W
256,276,W
258,275,W
259,275,W
263,287,W
262,289,W
268,294,W
266,296,W
276,291,W
274,293,W
278,286,W
283,273,W
282,273,W
289,253,W
290,254,W
289,254,W
296,234,W
294,234,W
303,215,W
300,214,W
306,196,W
304,197,W
310,185,W
313,181,W
315,182,W
316,179,W
317,178,W
315,178,W
317,179,W
317,179,W
316,178,W
