x,y,label
253,194,J
252,191,J
253,192,J
253,191,J
255,189,J
261,188,J
261,188,J
273,187,J
276,188,J
276,188,J
298,188,J
298,187,J
336,203,J
390,185,J
415,185,J
417,184,J
416,185,J
432,181,J
431,181,J
431,182,J
394,188,J
370,189,J
370,191,J
354,191,J
355,191,J
355,191,J
348,192,J
347,192,J
344,192,J
344,192,J
344,196,J
343,224,J
342,251,J
342,250,J
342,250,J
338,278,J
341,277,J
342,317,J
319,361,J
299,362,J
297,364,J
295,365,J
282,357,J
277,359,J
259,333,J
251,316,J
245,307,J
247,306,J
240,299,J
242,298,J
241,299,J
