x,y,label
514,135,S
515,135,S
513,134,S
513,133,S
510,135,S
510,135,S
503,135,S
505,135,S
496,135,S
494,134,S
483,136,S
483,137,S
468,138,S
466,140,S
449,145,S
450,147,S
433,154,S
433,155,S
422,162,S
419,163,S
410,177,S
411,176,S
410,188,S
412,187,S
413,198,S
414,198,S
425,207,S
423,210,S
442,217,S
440,218,S
455,223,S
455,226,S
467,230,S
468,229,S
481,232,S
483,233,S
494,236,S
496,236,S
511,236,S
514,238,S
523,243,S
524,242,S
530,250,S
530,249,S
533,259,S
531,260,S
530,268,S
530,270,S
527,286,S
524,281,S
518,288,S
520,293,S
514,300,S
520,302,S
488,305,S
494,305,S
481,313,S
484,307,S
457,314,S
454,313,S
443,313,S
443,316,S
434,315,S
429,318,S
426,317,S
424,318,S
416,318,S
413,317,S
409,320,S
407,318,S
406,318,S
406,318,S
404,318,S
404,319,S
407,319,S
403,318,S
404,319,S
