x,y,label
274,127,P
274,125,P
273,121,P
272,120,P
269,126,P
270,127,P
271,126,P
268,143,P
264,175,P
266,176,P
248,217,P
257,216,P
261,261,P
261,261,P
258,293,P
257,292,P
254,297,P
256,298,P
254,297,P
265,278,P
274,253,P
252,239,P
255,200,P
257,201,P
269,170,P
269,169,P
280,143,P
280,141,P
281,140,P
296,127,P
297,127,P
320,123,P
350,129,P
350,127,P
366,141,P
365,142,P
367,161,P
367,162,P
360,180,P
358,181,P
359,180,P
326,194,P
324,195,P
305,198,P
289,197,P
289,198,P
283,195,P
285,196,P
281,194,P
282,194,P
282,193,P
