x,y,label
366,149,V
366,149,V
365,151,V
365,151,V
366,157,V
367,168,V
368,167,V
376,182,V
377,183,V
386,200,V
382,195,V
380,197,V
395,222,V
396,227,V
398,242,V
400,244,V
407,263,V
418,276,V
411,272,V
432,282,V
427,283,V
428,284,V
436,284,V
434,282,V
431,283,V
437,280,V
436,276,V
435,277,V
441,270,V
448,266,V
436,263,V
438,252,V
446,242,V
458,227,V
448,223,V
446,224,V
461,206,V
455,206,V
459,187,V
460,186,V
465,177,V
465,170,V
464,169,V
467,168,V
463,174,V
467,170,V
466,172,V
467,170,V
466,171,V
467,170,V
466,169,V
