x,y,label
386,375,FF
387,374,FF
384,374,FF
385,373,FF
381,369,FF
379,359,FF
376,345,FF
376,347,FF
373,327,FF
367,306,FF
368,308,FF
368,286,FF
365,262,FF
366,263,FF
364,241,FF
362,221,FF
363,223,FF
361,207,FF
362,196,FF
362,196,FF
362,188,FF
364,185,FF
363,185,FF
366,183,FF
372,186,FF
372,184,FF
384,185,FF
395,185,FF
398,185,FF
417,184,FF
433,188,FF
433,186,FF
446,188,FF
456,187,FF
457,187,FF
457,187,FF
453,183,FF
452,183,FF
442,180,FF
430,177,FF
429,178,FF
417,176,FF
399,174,FF
399,175,FF
384,174,FF
373,175,FF
374,173,FF
364,175,FF
358,177,FF
359,177,FF
356,183,FF
355,191,FF
354,190,FF
353,202,FF
353,216,FF
355,228,FF
356,231,FF
357,239,FF
357,238,FF
361,243,FF
371,244,FF
371,244,FF
383,241,FF
395,239,FF
398,242,FF
413,240,FF
433,238,FF
450,240,FF
452,240,FF
468,241,FF
467,242,FF
475,243,FF
