x,y,label
230,126,Y
229,126,Y
229,126,Y
229,126,Y
229,128,Y
232,131,Y
236,137,Y
241,143,Y
247,151,Y
255,161,Y
261,173,Y
267,182,Y
272,193,Y
274,200,Y
279,205,Y
282,209,Y
284,212,Y
286,211,Y
287,208,Y
288,204,Y
290,198,Y
293,190,Y
296,181,Y
299,174,Y
306,164,Y
312,153,Y
318,146,Y
321,138,Y
325,136,Y
327,134,Y
325,135,Y
324,136,Y
324,140,Y
321,144,Y
319,150,Y
315,160,Y
310,171,Y
307,182,Y
301,199,Y
295,219,Y
290,237,Y
284,261,Y
279,284,Y
275,304,Y
268,326,Y
269,341,Y
264,355,Y
266,367,Y
263,377,Y
262,382,Y
265,384,Y
270,382,Y
270,381,Y
271,379,Y
270,375,Y
