x,y,label
439,184,K
439,186,K
439,186,K
438,191,K
438,192,K
440,202,K
439,202,K
439,240,K
444,275,K
445,281,K
449,313,K
448,316,K
455,352,K
455,352,K
463,393,K
453,379,K
455,380,K
449,355,K
454,347,K
453,329,K
456,326,K
460,283,K
461,275,K
461,273,K
465,267,K
465,268,K
483,254,K
482,256,K
511,237,K
510,238,K
531,219,K
532,221,K
549,214,K
544,217,K
541,218,K
517,235,K
517,236,K
485,254,K
491,251,K
475,270,K
486,276,K
484,275,K
501,283,K
500,284,K
519,296,K
521,299,K
568,380,K
568,354,K
569,352,K
569,351,K
