x,y,label
382,177,X
383,177,X
384,179,X
384,179,X
384,180,X
386,183,X
386,184,X
387,184,X
393,189,X
392,191,X
402,197,X
414,208,X
411,210,X
426,223,X
427,224,X
440,238,X
442,239,X
449,247,X
449,247,X
449,247,X
461,257,X
459,257,X
466,266,X
470,268,X
472,267,X
472,268,X
473,268,X
473,265,X
470,265,X
471,265,X
469,258,X
469,257,X
469,247,X
466,246,X
468,235,X
468,220,X
467,220,X
468,204,X
466,203,X
465,189,X
462,188,X
462,187,X
462,172,X
462,174,X
463,160,X
462,158,X
457,151,X
453,150,X
454,150,X
448,155,X
447,156,X
438,170,X
438,171,X
440,171,X
432,184,X
434,183,X
410,199,X
409,203,X
396,218,X
386,228,X
384,230,X
373,242,X
372,243,X
372,244,X
364,254,X
363,255,X
352,260,X
351,262,X
346,266,X
345,266,X
342,268,X
343,265,X
