x,y,label
246,181,D
246,181,D
248,181,D
248,180,D
249,180,D
249,179,D
246,183,D
246,183,D
244,188,D
241,199,D
242,199,D
236,223,D
235,264,D
235,263,D
239,319,D
254,348,D
261,339,D
239,367,D
240,376,D
239,377,D
239,374,D
241,362,D
241,364,D
243,345,D
237,326,D
237,324,D
240,304,D
239,281,D
239,283,D
244,262,D
254,239,D
266,220,D
265,219,D
280,207,D
280,207,D
298,202,D
322,198,D
323,200,D
350,209,D
366,226,D
367,228,D
378,248,D
378,274,D
368,292,D
368,291,D
352,313,D
354,309,D
351,346,D
313,328,D
312,327,D
292,327,D
272,330,D
271,330,D
264,329,D
257,329,D
247,330,D
247,331,D
243,330,D
242,330,D
242,330,D
242,331,D
