x,y,label
374,178,G
374,178,G
364,171,G
362,169,G
361,169,G
342,172,G
340,170,G
338,170,G
296,197,G
297,198,G
295,199,G
267,225,G
270,227,G
268,226,G
259,267,G
256,268,G
257,270,G
270,316,G
265,316,G
264,315,G
293,347,G
385,313,G
382,303,G
382,301,G
386,282,G
384,283,G
369,265,G
367,262,G
366,264,G
367,264,G
349,258,G
346,256,G
346,255,G
333,258,G
331,257,G
332,257,G
322,259,G
322,259,G
316,262,G
315,261,G
315,262,G
310,262,G
310,260,G
310,260,G
303,260,G
302,259,G
302,260,G
302,259,G
298,261,G
298,261,G
298,263,G
297,262,G
297,262,G
297,264,G
298,264,G
297,263,G
296,263,G
